"iso_code","location","date","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","tests_units"
"USA","United States","2020-12-20","1.7955653E7","188015.0","322928.0","1722.0","54246.252","568.017","975.605","5.202","2.39468778E8","1270462.0","723.465","3.838","tests performed"
"USA","United States","2020-12-19","1.7767638E7","192102.0","321206.0","2653.0","53678.235","580.364","970.403","8.015","2.38198316E8","1700609.0","719.627","5.138","tests performed"
"USA","United States","2020-12-18","1.7575536E7","251832.0","318553.0","2974.0","53097.871","760.816","962.388","8.985","2.36497707E8","2012256.0","714.489","6.079","tests performed"
"USA","United States","2020-12-17","1.7323704E7","239900.0","315579.0","3499.0","52337.056","724.768","953.403","10.571","2.34485451E8","2042108.0","708.41","6.169","tests performed"
"USA","United States","2020-12-16","1.7083804E7","246644.0","312080.0","3670.0","51612.288","745.142","942.832","11.088","2.32443343E8","2068295.0","702.24","6.249","tests performed"
"USA","United States","2020-12-15","1.683716E7","208992.0","308410.0","3115.0","50867.146","631.391","931.745","9.411","2.30375048E8","1937230.0","695.992","5.853","tests performed"
"USA","United States","2020-12-14","1.6628168E7","194314.0","305295.0","1653.0","50235.755","587.047","922.334","4.994","2.28437818E8","1487576.0","690.139","4.494","tests performed"
"USA","United States","2020-12-13","1.6433854E7","187971.0","303642.0","1634.0","49648.709","567.884","917.34","4.937","2.26950242E8","1245437.0","685.645","3.763","tests performed"
"USA","United States","2020-12-12","1.6245883E7","217797.0","302008.0","2470.0","49080.825","657.992","912.404","7.462","2.25704805E8","1717735.0","681.882","5.189","tests performed"
"USA","United States","2020-12-11","1.6028086E7","240089.0","299538.0","3410.0","48422.833","725.339","904.941","10.302","2.2398707E8","2051549.0","676.693","6.198","tests performed"
"USA","United States","2020-12-10","1.5787997E7","231428.0","296128.0","2996.0","47697.495","699.173","894.639","9.051","2.21935521E8","2176271.0","670.495","6.575","tests performed"
"USA","United States","2020-12-09","1.5556569E7","222648.0","293132.0","3177.0","46998.322","672.647","885.588","9.598","2.1975925E8","2119684.0","663.92","6.404","tests performed"
"USA","United States","2020-12-08","1.5333921E7","224452.0","289955.0","2623.0","46325.675","678.097","875.99","7.924","2.17639566E8","1910849.0","657.516","5.773","tests performed"
"USA","United States","2020-12-07","1.5109469E7","194409.0","287332.0","1609.0","45647.578","587.334","868.066","4.861","2.15728717E8","1538285.0","651.743","4.647","tests performed"
"USA","United States","2020-12-06","1.491506E7","181253.0","285723.0","1352.0","45060.244","547.588","863.205","4.085","2.14190432E8","1292066.0","647.096","3.903","tests performed"
"USA","United States","2020-12-05","1.4733807E7","215811.0","284371.0","2358.0","44512.656","651.992","859.12","7.124","2.12898366E8","1690299.0","643.192","5.107","tests performed"
"USA","United States","2020-12-04","1.4517996E7","232644.0","282013.0","2700.0","43860.664","702.846","851.996","8.157","2.11208067E8","2115090.0","638.086","6.39","tests performed"
"USA","United States","2020-12-03","1.4285352E7","223421.0","279313.0","2944.0","43157.818","674.983","843.839","8.894","2.09092977E8","2145295.0","631.696","6.481","tests performed"
"USA","United States","2020-12-02","1.4061931E7","202894.0","276369.0","2815.0","42482.835","612.968","834.945","8.504","2.06947682E8","2094676.0","625.215","6.328","tests performed"
"USA","United States","2020-12-01","1.3859037E7","188339.0","273554.0","2551.0","41869.868","568.995","826.441","7.707","2.04853006E8","1840691.0","618.886","5.561","tests performed"
"USA","United States","2020-11-30","1.3670698E7","160321.0","271003.0","1348.0","41300.872","484.35","818.734","4.072","2.03012315E8","1463669.0","613.325","4.422","tests performed"
"USA","United States","2020-11-29","1.3510377E7","140328.0","269655.0","1039.0","40816.523","423.948","814.661","3.139","2.01548646E8","1151151.0","608.903","3.478","tests performed"
"USA","United States","2020-11-28","1.3370049E7","155661.0","268616.0","1365.0","40392.574","470.271","811.522","4.124","2.00397495E8","1346690.0","605.426","4.069","tests performed"
"USA","United States","2020-11-27","1.3214388E7","207933.0","267251.0","1551.0","39922.303","628.191","807.398","4.686","1.99050805E8","1509358.0","601.357","4.56","tests performed"
"USA","United States","2020-11-26","1.3006455E7","112526.0","265700.0","1388.0","39294.112","339.955","802.713","4.193","1.97541447E8","1506174.0","596.797","4.55","tests performed"
"USA","United States","2020-11-25","1.2893929E7","183403.0","264312.0","2259.0","38954.157","554.083","798.519","6.825","1.96035273E8","2221171.0","592.247","6.71","tests performed"
"USA","United States","2020-11-24","1.2710526E7","175544.0","262053.0","2131.0","38400.074","530.34","791.695","6.438","1.93814102E8","1968062.0","585.536","5.946","tests performed"
"USA","United States","2020-11-23","1.2534982E7","174089.0","259922.0","1099.0","37869.733","525.944","785.257","3.32","1.9184604E8","1671936.0","579.591","5.051","tests performed"
"USA","United States","2020-11-22","1.2360893E7","146947.0","258823.0","1036.0","37343.789","443.945","781.936","3.13","1.90174104E8","1422188.0","574.54","4.297","tests performed"
"USA","United States","2020-11-21","1.2213946E7","179436.0","257787.0","1621.0","36899.844","542.098","778.806","4.897","1.88751916E8","1855588.0","570.243","5.606","tests performed"
"USA","United States","2020-11-20","1.203451E7","198333.0","256166.0","1956.0","36357.746","599.189","773.909","5.909","1.86896328E8","2147840.0","564.637","6.489","tests performed"
"USA","United States","2020-11-19","1.1836177E7","191510.0","254210.0","2057.0","35758.557","578.575","768.0","6.214","1.84748488E8","2074457.0","558.148","6.267","tests performed"
"USA","United States","2020-11-18","1.1644667E7","173251.0","252153.0","1919.0","35179.982","523.413","761.785","5.798","1.82674031E8","2097926.0","551.881","6.338","tests performed"
"USA","United States","2020-11-17","1.1471416E7","163958.0","250234.0","1719.0","34656.569","495.337","755.988","5.193","1.80576105E8","1903868.0","545.543","5.752","tests performed"
"USA","United States","2020-11-16","1.1307458E7","162624.0","248515.0","834.0","34161.231","491.307","750.795","2.52","1.78672237E8","1489651.0","539.791","4.5","tests performed"
"USA","United States","2020-11-15","1.1144834E7","136356.0","247681.0","778.0","33669.924","411.948","748.275","2.35","1.77182586E8","1197506.0","535.291","3.618","tests performed"
"USA","United States","2020-11-14","1.1008478E7","167926.0","246903.0","1346.0","33257.976","507.325","745.925","4.066","1.7598508E8","1598329.0","531.673","4.829","tests performed"
"USA","United States","2020-11-13","1.0840552E7","180398.0","245557.0","1202.0","32750.65","545.005","741.858","3.631","1.74386751E8","1903649.0","526.844","5.751","tests performed"
"USA","United States","2020-11-12","1.0660154E7","164750.0","244355.0","1207.0","32205.646","497.73","738.227","3.646","1.72483102E8","1852123.0","521.093","5.595","tests performed"
"USA","United States","2020-11-11","1.0495404E7","146750.0","243148.0","1433.0","31707.916","443.35","734.58","4.329","1.70630979E8","1790045.0","515.497","5.408","tests performed"
"USA","United States","2020-11-10","1.0348654E7","140504.0","241715.0","1419.0","31264.566","424.48","730.251","4.287","1.68840934E8","1537684.0","510.089","4.646","tests performed"
"USA","United States","2020-11-09","1.020815E7","120434.0","240296.0","779.0","30840.086","363.846","725.964","2.353","1.6730325E8","1223322.0","505.444","3.696","tests performed"
"USA","United States","2020-11-08","1.0087716E7","115170.0","239517.0","573.0","30476.24","347.943","723.611","1.731","1.66079928E8","1010583.0","501.748","3.053","tests performed"
"USA","United States","2020-11-07","9972546.0","127510.0","238944.0","1081.0","30128.297","385.224","721.879","3.266","1.65069345E8","1455178.0","498.695","4.396","tests performed"
"USA","United States","2020-11-06","9845036.0","128033.0","237863.0","1231.0","29743.073","386.804","718.614","3.719","1.63614167E8","1676648.0","494.299","5.065","tests performed"
"USA","United States","2020-11-05","9717003.0","129367.0","236632.0","1159.0","29356.27","390.834","714.895","3.501","1.61937519E8","1694800.0","489.233","5.12","tests performed"
"USA","United States","2020-11-04","9587636.0","104541.0","235473.0","1116.0","28965.436","315.831","711.393","3.372","1.60242719E8","1631438.0","484.113","4.929","tests performed"
"USA","United States","2020-11-03","9483095.0","127198.0","234357.0","1575.0","28649.605","384.281","708.022","4.758","1.58611281E8","1366772.0","479.184","4.129","tests performed"
"USA","United States","2020-11-02","9355897.0","85211.0","232782.0","574.0","28265.324","257.433","703.263","1.734","1.57244509E8","1016657.0","475.055","3.071","tests performed"
"USA","United States","2020-11-01","9270686.0","104900.0","232208.0","499.0","28007.891","316.916","701.529","1.508","1.56227852E8","899995.0","471.984","2.719","tests performed"
"USA","United States","2020-10-31","9165786.0","89754.0","231709.0","924.0","27690.975","271.158","700.022","2.792","1.55327857E8","1220472.0","469.265","3.687","tests performed"
"USA","United States","2020-10-30","9076032.0","99264.0","230785.0","1059.0","27419.817","299.889","697.23","3.199","1.54107385E8","1499590.0","465.578","4.53","tests performed"
"USA","United States","2020-10-29","8976768.0","91019.0","229726.0","1004.0","27119.928","274.98","694.031","3.033","1.52607795E8","1483635.0","461.047","4.482","tests performed"
"USA","United States","2020-10-28","8885749.0","79426.0","228722.0","1034.0","26844.948","239.956","690.997","3.124","1.5112416E8","1502475.0","456.565","4.539","tests performed"
"USA","United States","2020-10-27","8806323.0","76838.0","227688.0","974.0","26604.993","232.137","687.874","2.943","1.49621685E8","1339062.0","452.026","4.045","tests performed"
"USA","United States","2020-10-26","8729485.0","67310.0","226714.0","533.0","26372.856","203.352","684.931","1.61","1.48282623E8","953140.0","447.98","2.88","tests performed"
"USA","United States","2020-10-25","8662175.0","62204.0","226181.0","461.0","26169.504","187.926","683.321","1.393","1.47329483E8","793206.0","445.101","2.396","tests performed"
"USA","United States","2020-10-24","8599971.0","82767.0","225720.0","952.0","25981.578","250.049","681.928","2.876","1.46536277E8","1179400.0","442.704","3.563","tests performed"
"USA","United States","2020-10-23","8517204.0","81933.0","224768.0","965.0","25731.528","247.53","679.052","2.915","1.45356877E8","1464871.0","439.141","4.426","tests performed"
"USA","United States","2020-10-22","8435271.0","76310.0","223803.0","894.0","25483.999","230.542","676.137","2.701","1.43892006E8","1531456.0","434.716","4.627","tests performed"
"USA","United States","2020-10-21","8358961.0","63301.0","222909.0","1119.0","25253.457","191.24","673.436","3.381","1.4236055E8","1478884.0","430.089","4.468","tests performed"
"USA","United States","2020-10-20","8295660.0","61956.0","221790.0","923.0","25062.216","187.177","670.055","2.788","1.40881666E8","1276450.0","425.621","3.856","tests performed"
"USA","United States","2020-10-19","8233704.0","67717.0","220867.0","488.0","24875.04","204.581","667.267","1.474","1.39605216E8","874729.0","421.765","2.643","tests performed"
"USA","United States","2020-10-18","8165987.0","49367.0","220379.0","487.0","24670.458","149.144","665.792","1.471","1.38730487E8","770412.0","419.122","2.328","tests performed"
"USA","United States","2020-10-17","8116620.0","56759.0","219892.0","761.0","24521.314","171.476","664.321","2.299","1.37960075E8","1115961.0","416.794","3.371","tests performed"
"USA","United States","2020-10-16","8059861.0","69147.0","219131.0","948.0","24349.839","208.902","662.022","2.864","1.36844114E8","1328931.0","413.423","4.015","tests performed"
"USA","United States","2020-10-15","7990714.0","64880.0","218183.0","842.0","24140.937","196.011","659.158","2.544","1.35515183E8","1302260.0","409.408","3.934","tests performed"
"USA","United States","2020-10-14","7925834.0","59778.0","217341.0","987.0","23944.926","180.597","656.614","2.982","1.34212923E8","1228392.0","405.474","3.711","tests performed"
"USA","United States","2020-10-13","7866056.0","52231.0","216354.0","801.0","23764.33","157.796","653.632","2.42","1.32984531E8","1064114.0","401.763","3.215","tests performed"
"USA","United States","2020-10-12","7813825.0","41774.0","215553.0","397.0","23606.533","126.204","651.212","1.199","1.31920417E8","808770.0","398.548","2.443","tests performed"
"USA","United States","2020-10-11","7772051.0","45981.0","215156.0","465.0","23480.329","138.914","650.013","1.405","1.31111647E8","747508.0","396.105","2.258","tests performed"
"USA","United States","2020-10-10","7726070.0","54953.0","214691.0","657.0","23341.415","166.02","648.608","1.985","1.30364139E8","1103258.0","393.846","3.333","tests performed"
"USA","United States","2020-10-09","7671117.0","56384.0","214034.0","969.0","23175.395","170.343","646.623","2.927","1.29260881E8","1399861.0","390.513","4.229","tests performed"
"USA","United States","2020-10-08","7614733.0","58599.0","213065.0","989.0","23005.052","177.035","643.696","2.988","1.2786102E8","1430237.0","386.284","4.321","tests performed"
"USA","United States","2020-10-07","7556134.0","51056.0","212076.0","923.0","22828.017","154.247","640.708","2.788","1.26430783E8","1411469.0","381.963","4.264","tests performed"
"USA","United States","2020-10-06","7505078.0","45289.0","211153.0","686.0","22673.77","136.824","637.919","2.072","1.25019314E8","1226615.0","377.699","3.706","tests performed"
"USA","United States","2020-10-05","7459789.0","39376.0","210467.0","481.0","22536.947","118.96","635.847","1.453","1.23792699E8","806398.0","373.993","2.436","tests performed"
"USA","United States","2020-10-04","7420413.0","35738.0","209986.0","378.0","22417.987","107.969","634.394","1.142","1.22986301E8","641003.0","371.557","1.937","tests performed"
"USA","United States","2020-10-03","7384675.0","48577.0","209608.0","682.0","22310.018","146.757","633.252","2.06","1.22345298E8","976420.0","369.62","2.95","tests performed"
"USA","United States","2020-10-02","7336098.0","54950.0","208926.0","860.0","22163.261","166.011","631.191","2.598","1.21368878E8","1191769.0","366.67","3.6","tests performed"
"USA","United States","2020-10-01","7281148.0","45650.0","208066.0","869.0","21997.25","137.914","628.593","2.625","1.20177109E8","1223786.0","363.07","3.697","tests performed"
"USA","United States","2020-09-30","7235498.0","39443.0","207197.0","958.0","21859.336","119.162","625.968","2.894","1.18953323E8","1200642.0","359.373","3.627","tests performed"
"USA","United States","2020-09-29","7196055.0","43338.0","206239.0","836.0","21740.174","130.929","623.074","2.526","1.17752681E8","984087.0","355.745","2.973","tests performed"
"USA","United States","2020-09-28","7152717.0","33294.0","205403.0","358.0","21609.244","100.585","620.548","1.082","1.16768594E8","667027.0","352.772","2.015","tests performed"
"USA","United States","2020-09-27","7119423.0","37528.0","205045.0","315.0","21508.659","113.377","619.466","0.952","1.16101567E8","596826.0","350.757","1.803","tests performed"
"USA","United States","2020-09-26","7081895.0","44673.0","204730.0","769.0","21395.282","134.963","618.515","2.323","1.15504741E8","938101.0","348.954","2.834","tests performed"
"USA","United States","2020-09-25","7037222.0","48295.0","203961.0","940.0","21260.319","145.905","616.191","2.84","1.1456664E8","1128288.0","346.12","3.409","tests performed"
"USA","United States","2020-09-24","6988927.0","47103.0","203021.0","900.0","21114.414","142.304","613.352","2.719","1.13438352E8","1201186.0","342.711","3.629","tests performed"
"USA","United States","2020-09-23","6941824.0","39069.0","202121.0","1056.0","20972.11","118.032","610.633","3.19","1.12237166E8","1203322.0","339.082","3.635","tests performed"
"USA","United States","2020-09-22","6902755.0","39866.0","201065.0","1029.0","20854.078","120.44","607.442","3.109","1.11033844E8","1028023.0","335.447","3.106","tests performed"
"USA","United States","2020-09-21","6862889.0","51878.0","200036.0","425.0","20733.638","156.73","604.334","1.284","1.10005821E8","749059.0","332.341","2.263","tests performed"
"USA","United States","2020-09-20","6811011.0","38447.0","199611.0","266.0","20576.908","116.153","603.05","0.804","1.09256762E8","623652.0","330.078","1.884","tests performed"
"USA","United States","2020-09-19","6772564.0","42202.0","199345.0","732.0","20460.755","127.497","602.246","2.211","1.0863311E8","937668.0","328.194","2.833","tests performed"
"USA","United States","2020-09-18","6730362.0","49282.0","198613.0","891.0","20333.257","148.887","600.034","2.692","1.07695442E8","1228237.0","325.361","3.711","tests performed"
"USA","United States","2020-09-17","6681080.0","45130.0","197722.0","858.0","20184.37","136.343","597.343","2.592","1.06467205E8","1156715.0","321.651","3.495","tests performed"
"USA","United States","2020-09-16","6635950.0","39030.0","196864.0","962.0","20048.027","117.914","594.751","2.906","1.0531049E8","1137937.0","318.156","3.438","tests performed"
"USA","United States","2020-09-15","6596920.0","39492.0","195902.0","1198.0","19930.113","119.31","591.844","3.619","1.04172553E8","966107.0","314.718","2.919","tests performed"
"USA","United States","2020-09-14","6557428.0","34423.0","194704.0","432.0","19810.802","103.996","588.225","1.305","1.03206446E8","707849.0","311.799","2.138","tests performed"
"USA","United States","2020-09-13","6523005.0","34372.0","194272.0","423.0","19706.806","103.842","586.92","1.278","1.02498597E8","627077.0","309.661","1.894","tests performed"
"USA","United States","2020-09-12","6488633.0","41101.0","193849.0","711.0","19602.964","124.171","585.642","2.148","1.0187152E8","864892.0","307.766","2.613","tests performed"
"USA","United States","2020-09-11","6447532.0","47769.0","193138.0","1164.0","19478.793","144.316","583.494","3.517","1.01006628E8","1098936.0","305.154","3.32","tests performed"
"USA","United States","2020-09-10","6399763.0","36056.0","191974.0","919.0","19334.477","108.93","579.977","2.776","9.9907692E7","1085895.0","301.834","3.281","tests performed"
"USA","United States","2020-09-09","6363707.0","34049.0","191055.0","1161.0","19225.547","102.866","577.201","3.508","9.8821797E7","957795.0","298.553","2.894","tests performed"
"USA","United States","2020-09-08","6329658.0","27226.0","189894.0","455.0","19122.681","82.253","573.693","1.375","9.7864002E7","662649.0","295.659","2.002","tests performed"
"USA","United States","2020-09-07","6302432.0","23613.0","189439.0","295.0","19040.428","71.338","572.319","0.891","9.7201353E7","414113.0","293.657","1.251","tests performed"
"USA","United States","2020-09-06","6278819.0","31218.0","189144.0","472.0","18969.09","94.313","571.427","1.426","9.678724E7","564845.0","292.406","1.706","tests performed"
"USA","United States","2020-09-05","6247601.0","43158.0","188672.0","762.0","18874.777","130.386","570.001","2.302","9.6222395E7","815704.0","290.7","2.464","tests performed"
"USA","United States","2020-09-04","6204443.0","50382.0","187910.0","957.0","18744.391","152.21","567.699","2.891","9.5406691E7","998228.0","288.235","3.016","tests performed"
"USA","United States","2020-09-03","6154061.0","44251.0","186953.0","1031.0","18592.181","133.688","564.808","3.115","9.4408463E7","1031650.0","285.22","3.117","tests performed"
"USA","United States","2020-09-02","6109810.0","41018.0","185922.0","1073.0","18458.493","123.92","561.693","3.242","9.3376813E7","1025806.0","282.103","3.099","tests performed"
"USA","United States","2020-09-01","6068792.0","41846.0","184849.0","1029.0","18334.572","126.422","558.452","3.109","9.2351007E7","906276.0","279.004","2.738","tests performed"
"USA","United States","2020-08-31","6026946.0","35362.0","183820.0","541.0","18208.15","106.833","555.343","1.634","9.1444731E7","661041.0","276.266","1.997","tests performed"
"USA","United States","2020-08-30","5991584.0","34404.0","183279.0","441.0","18101.317","103.939","553.709","1.332","9.078369E7","614040.0","274.269","1.855","tests performed"
"USA","United States","2020-08-29","5957180.0","42754.0","182838.0","915.0","17997.379","129.165","552.376","2.764","9.016965E7","798009.0","272.414","2.411","tests performed"
"USA","United States","2020-08-28","5914426.0","46832.0","181923.0","978.0","17868.214","141.485","549.612","2.955","8.9371641E7","986317.0","270.003","2.98","tests performed"
"USA","United States","2020-08-27","5867594.0","45393.0","180945.0","1115.0","17726.728","137.138","546.657","3.369","8.8385324E7","1019583.0","267.023","3.08","tests performed"
"USA","United States","2020-08-26","5822201.0","45172.0","179830.0","1162.0","17589.59","136.47","543.289","3.511","8.7365741E7","1017124.0","263.943","3.073","tests performed"
"USA","United States","2020-08-25","5777029.0","40354.0","178668.0","1230.0","17453.12","121.914","539.778","3.716","8.6348617E7","904904.0","260.87","2.734","tests performed"
"USA","United States","2020-08-24","5736675.0","36482.0","177438.0","475.0","17331.206","110.217","536.062","1.435","8.5443713E7","666146.0","258.136","2.013","tests performed"
"USA","United States","2020-08-23","5700193.0","34247.0","176963.0","545.0","17220.989","103.464","534.627","1.647","8.4777567E7","561586.0","256.124","1.697","tests performed"
"USA","United States","2020-08-22","5665946.0","43064.0","176418.0","911.0","17117.525","130.102","532.981","2.752","8.4215981E7","794079.0","254.427","2.399","tests performed"
"USA","United States","2020-08-21","5622882.0","48843.0","175507.0","1088.0","16987.423","147.561","530.228","3.287","8.3421902E7","964840.0","252.028","2.915","tests performed"
"USA","United States","2020-08-20","5574039.0","44041.0","174419.0","1104.0","16839.862","133.053","526.941","3.335","8.2457062E7","995754.0","249.113","3.008","tests performed"
"USA","United States","2020-08-19","5529998.0","47320.0","173315.0","1337.0","16706.809","142.96","523.606","4.039","8.1461308E7","1004442.0","246.105","3.035","tests performed"
"USA","United States","2020-08-18","5482678.0","45033.0","171978.0","1226.0","16563.849","136.05","519.567","3.704","8.0456866E7","894750.0","243.07","2.703","tests performed"
"USA","United States","2020-08-17","5437645.0","36652.0","170752.0","493.0","16427.799","110.73","515.863","1.489","7.9562116E7","676228.0","240.367","2.043","tests performed"
"USA","United States","2020-08-16","5400993.0","39212.0","170259.0","616.0","16317.069","118.464","514.374","1.861","7.8885888E7","572466.0","238.324","1.729","tests performed"
"USA","United States","2020-08-15","5361781.0","46951.0","169643.0","1000.0","16198.605","141.845","512.513","3.021","7.8313422E7","767464.0","236.595","2.319","tests performed"
"USA","United States","2020-08-14","5314830.0","65336.0","168643.0","1337.0","16056.76","197.388","509.491","4.039","7.7545958E7","960738.0","234.276","2.903","tests performed"
"USA","United States","2020-08-13","5249494.0","51316.0","167306.0","1064.0","15859.372","155.032","505.452","3.214","7.658522E7","979672.0","231.373","2.96","tests performed"
"USA","United States","2020-08-12","5198178.0","56040.0","166242.0","1505.0","15704.34","169.304","502.238","4.547","7.5605548E7","1027956.0","228.414","3.106","tests performed"
"USA","United States","2020-08-11","5142138.0","48003.0","164737.0","1025.0","15535.036","145.023","497.691","3.097","7.4577592E7","908517.0","225.308","2.745","tests performed"
"USA","United States","2020-08-10","5094135.0","47606.0","163712.0","634.0","15390.013","143.824","494.594","1.915","7.3669075E7","784451.0","222.563","2.37","tests performed"
"USA","United States","2020-08-09","5046529.0","45769.0","163078.0","523.0","15246.189","138.274","492.679","1.58","7.2884624E7","626442.0","220.193","1.893","tests performed"
"USA","United States","2020-08-08","5000760.0","54134.0","162555.0","1076.0","15107.915","163.546","491.099","3.251","7.2258182E7","815383.0","218.301","2.463","tests performed"
"USA","United States","2020-08-07","4946626.0","59303.0","161479.0","1241.0","14944.37","179.162","487.848","3.749","7.1442799E7","1014863.0","215.838","3.066","tests performed"
"USA","United States","2020-08-06","4887323.0","59349.0","160238.0","1239.0","14765.208","179.301","484.099","3.743","7.0427936E7","989373.0","212.772","2.989","tests performed"
"USA","United States","2020-08-05","4827974.0","54466.0","158999.0","1439.0","14585.908","164.549","480.356","4.347","6.9438563E7","964771.0","209.783","2.915","tests performed"
"USA","United States","2020-08-04","4773508.0","58774.0","157560.0","1282.0","14421.359","177.564","476.008","3.873","6.8473792E7","882343.0","206.868","2.666","tests performed"
"USA","United States","2020-08-03","4714734.0","45501.0","156278.0","583.0","14243.795","137.464","472.135","1.761","6.7591449E7","776184.0","204.202","2.345","tests performed"
"USA","United States","2020-08-02","4669233.0","45568.0","155695.0","437.0","14106.331","137.667","470.374","1.32","6.6815265E7","624094.0","201.857","1.885","tests performed"
"USA","United States","2020-08-01","4623665.0","56201.0","155258.0","1087.0","13968.665","169.79","469.054","3.284","6.6191171E7","792252.0","199.972","2.393","tests performed"
"USA","United States","2020-07-31","4567464.0","68712.0","154171.0","1237.0","13798.875","207.587","465.77","3.737","6.5398919E7","989757.0","197.578","2.99","tests performed"
"USA","United States","2020-07-30","4498752.0","67466.0","152934.0","1235.0","13591.287","203.823","462.033","3.731","6.4409162E7","1037661.0","194.588","3.135","tests performed"
"USA","United States","2020-07-29","4431286.0","71873.0","151699.0","1411.0","13387.464","217.137","458.301","4.263","6.3371501E7","1039893.0","191.453","3.142","tests performed"
"USA","United States","2020-07-28","4359413.0","66412.0","150288.0","1332.0","13170.327","200.639","454.039","4.024","6.2331608E7","966551.0","188.312","2.92","tests performed"
"USA","United States","2020-07-27","4293001.0","56783.0","148956.0","1127.0","12969.688","171.548","450.015","3.405","6.1365057E7","797211.0","185.391","2.408","tests performed"
"USA","United States","2020-07-26","4236218.0","54816.0","147829.0","531.0","12798.139","165.606","446.61","1.604","6.0567846E7","677127.0","182.983","2.046","tests performed"
"USA","United States","2020-07-25","4181402.0","64953.0","147298.0","932.0","12632.533","196.231","445.006","2.816","5.9890719E7","881679.0","180.937","2.664","tests performed"
"USA","United States","2020-07-24","4116449.0","73319.0","146366.0","1106.0","12436.302","221.506","442.19","3.341","5.900904E7","1074193.0","178.274","3.245","tests performed"
"USA","United States","2020-07-23","4043130.0","68445.0","145260.0","1070.0","12214.797","206.781","438.848","3.233","5.7934847E7","1083357.0","175.028","3.273","tests performed"
"USA","United States","2020-07-22","3974685.0","70579.0","144190.0","1223.0","12008.016","213.228","435.616","3.695","5.685149E7","1109182.0","171.755","3.351","tests performed"
"USA","United States","2020-07-21","3904106.0","64461.0","142967.0","1085.0","11794.788","194.745","431.921","3.278","5.5742308E7","1035949.0","168.404","3.13","tests performed"
"USA","United States","2020-07-20","3839645.0","62107.0","141882.0","563.0","11600.043","187.633","428.643","1.701","5.4706359E7","907524.0","165.275","2.742","tests performed"
"USA","United States","2020-07-19","3777538.0","60456.0","141319.0","485.0","11412.41","182.645","426.942","1.465","5.3798835E7","718062.0","162.533","2.169","tests performed"
"USA","United States","2020-07-18","3717082.0","62536.0","140834.0","859.0","11229.765","188.929","425.477","2.595","5.3080773E7","910847.0","160.364","2.752","tests performed"
"USA","United States","2020-07-17","3654546.0","72236.0","139975.0","925.0","11040.836","218.234","422.882","2.795","5.2169926E7","1046961.0","157.612","3.163","tests performed"
"USA","United States","2020-07-16","3582310.0","75866.0","139050.0","955.0","10822.602","229.201","420.087","2.885","5.1122965E7","1028598.0","154.449","3.108","tests performed"
"USA","United States","2020-07-15","3506444.0","68090.0","138095.0","974.0","10593.402","205.708","417.202","2.943","5.0094367E7","1034910.0","151.341","3.127","tests performed"
"USA","United States","2020-07-14","3438354.0","68051.0","137121.0","928.0","10387.693","205.591","414.26","2.804","4.9059457E7","1003413.0","148.215","3.031","tests performed"
"USA","United States","2020-07-13","3370303.0","58930.0","136193.0","448.0","10182.103","178.035","411.456","1.353","4.8056044E7","867692.0","145.183","2.621","tests performed"
"USA","United States","2020-07-12","3311373.0","58424.0","135745.0","472.0","10004.068","176.506","410.102","1.426","4.7188352E7","698080.0","142.562","2.109","tests performed"
"USA","United States","2020-07-11","3252949.0","60017.0","135273.0","729.0","9827.562","181.319","408.676","2.202","4.6490272E7","839940.0","140.453","2.538","tests performed"
"USA","United States","2020-07-10","3192932.0","68057.0","134544.0","816.0","9646.243","205.609","406.474","2.465","4.5650332E7","1014949.0","137.915","3.066","tests performed"
"USA","United States","2020-07-09","3124875.0","62509.0","133728.0","1020.0","9440.634","188.847","404.009","3.082","4.4635383E7","1011356.0","134.849","3.055","tests performed"
"USA","United States","2020-07-08","3062366.0","60119.0","132708.0","822.0","9251.787","181.627","400.927","2.483","4.3624027E7","980067.0","131.794","2.961","tests performed"
"USA","United States","2020-07-07","3002247.0","60661.0","131886.0","1161.0","9070.16","183.264","398.444","3.508","4.264396E7","902655.0","128.833","2.727","tests performed"
"USA","United States","2020-07-06","2941586.0","43106.0","130725.0","377.0","8886.896","130.229","394.936","1.139","4.1741305E7","724973.0","126.106","2.19","tests performed"
"USA","United States","2020-07-05","2898480.0","50747.0","130348.0","326.0","8756.667","153.313","393.797","0.985","4.1016332E7","526669.0","123.915","1.591","tests performed"
"USA","United States","2020-07-04","2847733.0","45693.0","130022.0","315.0","8603.354","138.044","392.813","0.952","4.0489663E7","620340.0","122.324","1.874","tests performed"
"USA","United States","2020-07-03","2802040.0","51351.0","129707.0","670.0","8465.31","155.138","391.861","2.024","3.9869323E7","800215.0","120.45","2.418","tests performed"
"USA","United States","2020-07-02","2750689.0","56636.0","129037.0","710.0","8310.172","171.104","389.837","2.145","3.9069108E7","858223.0","118.033","2.593","tests performed"
"USA","United States","2020-07-01","2694053.0","51820.0","128327.0","701.0","8139.068","156.555","387.692","2.118","3.8210885E7","884140.0","115.44","2.671","tests performed"
"USA","United States","2020-06-30","2642233.0","46420.0","127626.0","555.0","7982.513","140.241","385.574","1.677","3.7326745E7","855580.0","112.769","2.585","tests performed"
